path,type,Language,translationOf,id,title,text,description,hebergementsConcernes,maisonsTourisme,startDate,endDate,state,image
sejour-fute/saint-valentin-en-chambre-dhotes/saint-valentin-en-chambre-dhotes,Vignette,,,saint-valentin-en-chambre-dhotes,Saint-Valentin en chambre d'hôtes,,Chambres d'hôtes en Wallonie et Ardenne,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/saint-valentin-en-chambre-dhotes/saint-valentin-en-chambre-dhotes
sejour-fute/le-carnaval-du-soleil,SejourFute,fr,,le-carnaval-du-soleil,Carnaval du soleil à Houffalize,"
<p align=""center""><img class=""image-inline"" src=""le-carnaval-du-soleil-houffalize-hebergement-chambre-d-hotes"" alt=""Le carnaval du soleil Houffalize hébergement chambre d'hôtes"" /><br /></p>
<p>Samedi: grand bal populaire sous chapiteau avec une intronisation du Roi Soleil et de la princesse Carnaval.</p>
<p>Dimanche : grand cortège folklorique.</p>
<p>Animations en journée et soirées dansantes!</p>
<p></p>
<br />
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.houffalize.be"" target=""_blank"">Houffalize</a></p>
</li></ul>
<ul><li>
<p class=""discreet""><a href=""http://www.coeurdelardenne.be/"" target=""_blank"">Maison du tourisme du pays d'Houffalize et de La-roche-en-Ardenne</a></p>
</li></ul>
","Du 1er au 2 août 2009, le carnaval du soleil d'Houffalize",,24,2009/06/19,2009/08/03,publish,
sejour-fute/le-carnaval-du-soleil/le-carnaval-du-soleil-houffalize-hebergement-chambre-d-hotes,Image,,,le-carnaval-du-soleil-houffalize-hebergement-chambre-d-hotes,Le carnaval du soleil Houffalize hébergement chambre d'hôtes,,gîte et chambre d'hôtes Houffalize carnaval du soleil,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/le-carnaval-du-soleil/le-carnaval-du-soleil-houffalize-hebergement-chambre-d-hotes
sejour-fute/le-carnaval-du-soleil/le-carnaval-du-soleil-logement-gite-houffalize,Vignette,,,le-carnaval-du-soleil-logement-gite-houffalize,Le carnaval du soleil logement gîte Houffalize,,"Logement à proximité d'Houffalize, Le carnaval du soleil",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/le-carnaval-du-soleil/le-carnaval-du-soleil-logement-gite-houffalize
sejour-fute/carnaval-van-houffalize,SejourFute,nl,sejour-fute/carnaval-houffalize,carnaval-van-houffalize,Carnaval van Houffalize,"
<p align=""center""><img class=""image-inline"" src=""carnaval-dhouffalize"" alt=""Carnaval d'Houffalize"" /></p>
<p>Houffalize viert inderdaad carnaval in volle zomer… De magie van carnaval en de zon krijgt u er bovenop!</p>
<p>Op vrijdag heerst er een Provençaalse sfeer met muziek, pastis, petanque, krekelgeluiden en barbecue.</p>
<p>Op zaterdag, vanaf 17 u, worden de sleutels van de stad overhandigd aan de ‘Roi Soleil’ (de zonnekoning) en Prinses Carnaval. Na een koninklijke wandeling door de stad en een receptie, volgt een vuurwerk op de oevers van de Ourthe en een feestavond in carnavalsfeer sluit de dag af.</p>
<p>Om het weekend in schoonheid te eindigen, volgt op zondag de grote carnavalsoptocht, gevolgd door concerten en het traditionele bal.</p>
<p>Om het gedetailleerde programma te kennen, kunt u contact opnemen met het <a href=""http://www.houffalize.be"" target=""_blank"">Syndicat d'Initiative d'Houffalize</a>.</p>
<p class=""discreet"">Meer vernemen...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.houffalize.be/"" target=""_blank"">Royal Syndicat d'Initiative d'Houffalize</a></p>
</li><li>
<p class=""discreet""><a href=""http://www.coeurdelardenne.be/"" target=""_blank"">Maison du Tourisme Houffalize -  La Roche-en-Ardenne</a></p>
</li></ul>
<p></p>
",Van 1 tot 3 augustus 2008 nodigt Houffalize u uit op zijn ‘Carnaval du Soleil’.,,24,2008/06/18,2008/08/03,publish,
sejour-fute/carnaval-van-houffalize/carnaval-houffalize-en-ardenne,Vignette,,,carnaval-houffalize-en-ardenne,Carnaval van Houffalize in Ardenne,,landelijke gite in Houffalize Ardennen,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/carnaval-van-houffalize/carnaval-houffalize-en-ardenne
sejour-fute/carnaval-van-houffalize/carnaval-houffalize,Image,,,carnaval-houffalize,Carnaval van Houffalize,,vakantieverblijven en gastenkamers Ardennen,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/carnaval-van-houffalize/carnaval-houffalize
sejour-fute/fruhjahrsaktion,SejourFute,de,sejour-fute/action-printemps,fruhjahrsaktion,Frühjahrsaktion,"
<div align=""center""><img class=""image-inline"" src=""action-printemps"" alt=""Action Printemps"" />
<br /></div>
<p>Genießen Sie einen Aufenthalt, ohne Ihr Sparschwein schlachten zu müssen, für ein Wochenende, eine Midweek, eine Woche oder mehr, zu zweit, mit der Familie oder in der Gruppe.</p>
<p>Das Gîtes de Wallonie Angebot für jeden Aufenthalt zwischen 21. März und 4. Mai:</p>
<p><i><b>In Ferienhaus oder -wohnung:</b></i><br />
  - 15% auf den Mietbetrag für eine Midweek*<br />
  - 10% auf den Mietbetrag für ein Wochenende oder eine Woche**</p>
<p><b><i>In Gästezimmer oder -haus:</i></b><br />
  - 3. Übernachtung gratis***<br /></p>
<p><strong>PROMO-CODE: FRÜHLING</strong></p>
<p class=""discreet"">* -15% auf den Mietbetrag (ohne Steuern und Nebenkosten) für jeden Midweek-Aufenthalt zwischen 21. März und 4. Mai.<br />** -10% auf den Mietbetrag (ohne Steuern und Nebenkosten) für jeden Aufenthalt von einer Woche oder einem Wochenende zwischen 21. März und 4. Mai.<br />*** 2 Übernachtungen bezahlt + 1 Übernachtung gratis für jeden Aufenthalt zwischen 21. März und 4. Mai.</p>
",Ermäßigungen für Aufenthalte in Ferienhäusern oder Gästezimmern von 21. März bis 4. Mai 2008.,374|77|867|1006|397|1105|92|963|909|196|550|112|259|865|258|970|66|1102|1009|375|781|75|245|139|952|868|898|1036|649|510|90|237|236|1098|238|264|1080|40|1059|925|1099|849|678|208|879|1057|736|694|814|11|670|52|262|89|844|559|249|78|618|971|549|270|878|502|872|431|106|937|340|873|887|599|882|541|415|740|962|149|134|669|394|403|1062|812|1051|1027|324|1052|570|342|418|167|110|265|1007|940|640|917|955|414|990|938|312|757|429|534|539|1079|1083|158|357|573|748|749|1056|1107|908|436|197|368|58|59|60|373|12|636|876|1108|1100|1101|1054|428,,2008/02/13,2008/05/04,publish,
sejour-fute/fruhjahrsaktion/action-printemps,Image,,,action-printemps,Action Printemps,,10 ou 15 pourcent de réduction sur votre séjour en gîte en Ardenne,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/fruhjahrsaktion/action-printemps
sejour-fute/fruhjahrsaktion/action-printemps-1,Vignette,,,action-printemps-1,Action Printemps,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/fruhjahrsaktion/action-printemps-1
sejour-fute/gouter-matrimonial,SejourFute,fr,,gouter-matrimonial,Goûter matrimonial ,"<p>Cette fête remonte à 1903 et se déroule aux alentours du splendide château fort. Dès 10h00, tout célibataire peut s'inscrire sur un registre où il ou elle précise ses qualités et donne une description de la personne qu'il ou elle désire rencontrer. Les jeunes filles prennent ensuite le pouvoir et dès 15h00 invitent à goûter tous les célibataires pour les présentations.</p>
<p>l'humour n'est pas exclu !</p>
<br />
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.goutermatrimonial.be"" target=""_blank"">Goûter matrimonial</a></p>
</li><li>
<p class=""discreet""><a href=""http://www.parcdescanauxetchateaux.be"" target=""_blank"">Maison du tourisme du Parc des Canaux et Châteaux</a></p>
</li></ul>","Lundi 1er juin 2009, Goûter Matrimonial d'Ecaussinnes-Lalaing ",,10,2009/05/12,2009/06/02,publish,
sejour-fute/gouter-matrimonial/gouter-matrimonial-ecaussines-logement-gite,Vignette,,,gouter-matrimonial-ecaussines-logement-gite,goûter matrimonial Ecaussines logement gîte,,logement à proximité d'Ecaussines goûter matrimonial,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/gouter-matrimonial/gouter-matrimonial-ecaussines-logement-gite
sejour-fute/t-aktion-in-ferienhauser,SejourFute,de,sejour-fute/action-t-en-gites,t-aktion-in-ferienhauser,T+ aktion in Ferienhäuser,"
<p align=""center""><img class=""image-inline"" src=""action-t-en-gites-1"" alt=""Action T+ en gîtes"" /><br /></p>
<p>Genießen Sie einen Aufenthalt, ohne Ihr Sparschwein schlachten zu müssen, für ein Wochenende, eine Midweek, eine Woche oder mehr, zu zweit, mit der Familie oder in der Gruppe.</p>
<p><b>Das Gîtes de Wallonie Angebot für jeden Aufenthalt zwischen 17 Februar und 31  Dezember 2009 :<br />- 10% auf den Mietbetrag*</b></p>
<p class=""discreet"">Dieses Package ist ein exklusives Angebot unserer der Karte T+. Bestellen Sie auf  <a href=""http://www.cartetplus.be/"" target=""_blank"">OPT Webseite</a> !</p>
<p class=""discreet"">* -10% auf den Mietbetrag (ohne Steuern und Nebenkosten) für jeden Aufenthalt von einer Woche oder einem Wochenende zwischen 17 Februar und 31  Dezember 2009.</p>
",Ermäßigungen für Aufenthalte in Ferienhäusern von 17 Februar bis 31 Dezember 2009.,916|694|678|541|1170|1007|873|1262|1039|1256|1257|1242|312|570|878|415|666|76|1072|249|1119|1102|908|403|1243|944|30|32|149|1529|1528|414|669|670|375|662|1282|1259|226|60|59|58|368,,2009/02/17,2009/12/31,publish,
sejour-fute/t-aktion-in-ferienhauser/action-t-en-gites,Vignette,,,action-t-en-gites,Action T+ en gîtes,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/t-aktion-in-ferienhauser/action-t-en-gites
sejour-fute/t-aktion-in-ferienhauser/action-t-en-gites-1,Image,,,action-t-en-gites-1,Action T+ en gîtes,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/t-aktion-in-ferienhauser/action-t-en-gites-1
sejour-fute/brocante-de-temploux,SejourFute,fr,,brocante-de-temploux,Brocante de Temploux,"
<p align=""center""><img class=""image-inline"" src=""brocante-de-temploux-1"" alt=""Brocante de Temploux"" /><br /></p>
<p>Durant un week-end, le petit village de Temploux, près de Namur accueille la plus grande brocante de Belgique; rendez-vous des chineurs et des collectionneurs.<br /></p>
<p>Dès le samedi matin et jusque 18h, les collections sont mises à l'honneur : livres anciens, vieux papiers, bande dessinée, disques, pièces de monnaie, timbres, cartes postales, pin's.</p>
<p>Le samedi soir et jusqu'au dimanche 18h, durant 24h sans interruption, c'est la brocante qui envahi le village de Temploux sur plus de 6km de parcours.  L'occasion unique de trouver son bonheur. <br /></p>
<p>Durant la nocturne de la brocante tout devient fascinant. Des orchestres se produisent
sous les chapiteaux, l'ambiance est à la fête dans tout le village. Vers minuit, un feu d'artifice illumine le ciel de Temploux.</p>
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://temploux.be/brocante/index/index.php?l=fr"" target=""_blank"">Brocante de Temploux</a></p>
</li><li>
<p class=""discreet""><a href=""http://http://www.mtpn.be/"" target=""_blank"">Maison du Tourisme du Pays de Namur</a></p>
</li></ul>
<p></p>
","Les 23 et 24 août 2008 a lieu la brocante de Temploux, probablement la plus grande brocante de Belgique.",,34,2008/08/01,2008/08/24,publish,
sejour-fute/brocante-de-temploux/brocante-de-temploux,Vignette,,,brocante-de-temploux,Brocante de Temploux,,Gîtes et chambres d'hôtes à proximité de Temploux,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/brocante-de-temploux/brocante-de-temploux
sejour-fute/brocante-de-temploux/brocante-de-temploux-1,Image,,,brocante-de-temploux-1,Brocante de Temploux,,"Brocante de Temploux, hébergement en chambre d'hôtes ou gîte",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/brocante-de-temploux/brocante-de-temploux-1
sejour-fute/feux-de-beltaine,SejourFute,fr,,feux-de-beltaine,Feux de Beltaine,"<div align=""center""><img class=""image-inline"" src=""feux-de-beltaine-archeosite-daubechies-gite-et-chambre-d-hotes"" alt=""Feux de Beltaine archéosite d'Aubechies gîte et chambre d'hôtes"" /><br /></div>
<p><br />Cette manifestation donnée à l'occasion du solstice d'été est placée sous le signe de la musique.</p>
<p> Durant les deux jours, vous pourrez assister à des concerts de musiques traditionnelles et celtiques. Le samedi soir, un spectacle conté sera donné en prélude au grand feu.</p>
<br />
<p><i><b>Périodes d'ouverture : </b></i></p>
<p>- samedi : 15:00-22:00</p>
<p>- dimanche : 12:00-20:00</p>
<br />
<p></p>
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.archeosite.be"" target=""_blank"">L'archéosite d'Aubechies</a></p>
</li></ul>
<ul><li>
<p class=""discreet""><a href=""http://www.tournaisis.be"" target=""_blank"">Maison du tourisme du Tournaisis</a></p>
</li></ul>","Du 27 au 28 juin 2009, feux de Beltaine",,9,2009/05/12 10:00:00 GMT+2,2009/06/29,publish,
sejour-fute/feux-de-beltaine/feux-de-beltaine-archeosite-daubechies-gite-et-chambre-d-hotes,Image,,,feux-de-beltaine-archeosite-daubechies-gite-et-chambre-d-hotes,Feux de Beltaine archéosite d'Aubechies gîte et chambre d'hôtes,,chambres d'hôtes et gîtes archéosite Aubechies,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/feux-de-beltaine/feux-de-beltaine-archeosite-daubechies-gite-et-chambre-d-hotes
sejour-fute/feux-de-beltaine/feux-de-beltaine-archeosite-daubechies-logement-gite,Vignette,,,feux-de-beltaine-archeosite-daubechies-logement-gite,Feux de Beltaine archéosite d'Aubechies logement gîte,,"Logement à proximité d'Aubechies, feux de Beltaine",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/feux-de-beltaine/feux-de-beltaine-archeosite-daubechies-logement-gite
sejour-fute/carnaval-houffalize,SejourFute,fr,,carnaval-houffalize,Carnaval d'Houffalize,"
<p align=""center""><img class=""image-inline"" src=""carnaval-dhouffalize"" alt=""Carnaval d'Houffalize"" /></p>
<p>Houffalize vous propose un carnaval en plein été... La magie du Carnaval, le soleil en plus!</p>
<p>Le vendredi, c'est une ambiance provençale qui vous est proposée : musique, pastis, pétanque, cigales et barbecue.</p>
<p>Samedi dès 17h, Les clés de la ville seront remises au Roi Soleil et à la Princesse Carnaval.  Après une promenade royale dans la ville et la réception, des feux d'artifices sur les rives de l'Ourthe et une soirée Ambiance Carnaval clôtureront la journée.</p>
<p>Pour terminer le week-end en beauté, le dimanche se déroulera le grand cortège  du Carnaval accompagné de concerts et du traditionnel bal.</p>
<p>N'hésitez pas à contacter le <a href=""http://www.houffalize.be"" target=""_blank"">Syndicat d'Initiative d'Houffalize</a> pour obtenir le programme détaillé.</p>
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.houffalize.be/"" target=""_blank"">Royal Syndicat d'Initiative d'Houffalize</a></p>
</li><li>
<p class=""discreet""><a href=""http://www.coeurdelardenne.be/"" target=""_blank"">Maison du Tourisme Houffalize -  La Roche-en-Ardenne</a></p>
</li></ul>
<p></p>
","Du 1er au 3 août 2008, Houffalize vous invite au Carnaval du Soleil.",,24,2008/06/18,2008/08/03,publish,
sejour-fute/carnaval-houffalize/carnaval-dhouffalize-en-ardenne,Vignette,,,carnaval-dhouffalize-en-ardenne,Carnaval d'Houffalize en Ardenne,,"Le carnaval d'Houffalize, gîte et chambre d'hôtes en Ardenne",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/carnaval-houffalize/carnaval-dhouffalize-en-ardenne
sejour-fute/carnaval-houffalize/carnaval-dhouffalize,Image,,,carnaval-dhouffalize,Carnaval d'Houffalize,,gîte et chambre en Ardenne Belgique,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/carnaval-houffalize/carnaval-dhouffalize
sejour-fute/fiesta-city-verviers-eclectic-fesival,SejourFute,fr,,fiesta-city-verviers-eclectic-fesival,Fiesta City à Verviers,"
<p align=""center""><img class=""image-inline"" src=""fiesta-city-verviers-festival-hebergement"" alt=""fiesta city : Verviers festival hébergement"" /><br /></p>
<p>Pour sa 7ème édition, FiestaCity propose plus de 70 concerts gratuits au centre de Verviers sur 5 scènes différentes. (Place du Martyr, Spirit off 66, Cours Fischer, Place Verte et Pont Saint-Laurent)</p>
<p></p>
<br />
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.fiestacity.be"" target=""_blank"">Fiesta city</a></p>
</li></ul>
<ul><li>
<p class=""discreet""><a href=""http://www.paysdevesdre.be/"" target=""_blank"">Maison du tourisme du pays de Vesdre</a></p>
</li></ul>
","Du 28 au 30 août 2009, le fiesta city c'est La dernière grande fête de l’été à Verviers",,17,2009/05/25,2009/08/31,publish,
sejour-fute/fiesta-city-verviers-eclectic-fesival/fiesta-city-verviers-festival-hebergement,Image,,,fiesta-city-verviers-festival-hebergement,fiesta city : Verviers festival hébergement,,"Verviers Fiesta City, gîte et chambre d'hôtes",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/fiesta-city-verviers-eclectic-fesival/fiesta-city-verviers-festival-hebergement
sejour-fute/fiesta-city-verviers-eclectic-fesival/fiesta-city-verviers-eclectic-fesival-logement-gite,Vignette,,,fiesta-city-verviers-eclectic-fesival-logement-gite,fiesta city : Verviers fesival logement gîte,,"Logement à proximité de Verviers, fiesta city : Verviers",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/fiesta-city-verviers-eclectic-fesival/fiesta-city-verviers-eclectic-fesival-logement-gite
sejour-fute/esperanzah,SejourFute,fr,,esperanzah,Esperanzah!,"<p align=""center""><img class=""image-inline"" src=""esperanzah-gite-et-chambre-d-hotes"" alt=""Esperanzah! gîte et chambre d'hôtes"" /><br /></p>
<p>Découvrez dès aujourd'hui la programmation originale de la 8ème édition du festival Esperanzah - de belles découvertes et des coups de cœur assurés !</p>
<p>Funk, free jazz, slam, rythmes africains, pop-soul, swing manouche, ondes éléctro, reggae et tant d'autres égayeront ces 3 jours !</p>
<p></p>
<br />
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.esperanzah.be"">Esperanzah!</a></p>
</li></ul>
<ul><li>
<p class=""discreet""><a href=""http://www.mtpn.be/"" target=""_blank"">Maison du tourisme du pays de Namur</a></p>
</li></ul>","Du 31 juillet au 2 août 2009, festival Esperanzah!",,34,2009/05/18,2009/08/03,publish,
sejour-fute/esperanzah/esperanzah,Vignette,,,esperanzah,Esperanzah!,,"Logement à proximité de Floreffe, Esperanzah!",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/esperanzah/esperanzah
sejour-fute/esperanzah/esperanzah-gite-et-chambre-d-hotes,Image,,,esperanzah-gite-et-chambre-d-hotes,Esperanzah! gîte et chambre d'hôtes,,Floreffe hébergement Esperanzah,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/esperanzah/esperanzah-gite-et-chambre-d-hotes
sejour-fute/fiesta-bandas,SejourFute,fr,,fiesta-bandas,Fiesta bandas,"
<div align=""center""><img class=""image-inline"" src=""fiesta-bandas-a-liege-hebergement"" alt=""Fiesta bandas à Liège hébergement"" /><br /></div>
<p><br />Nouveau festival de bandas à Coronmeuse.</p>
<p></p>
<br />
<p class=""discreet"">En savoir plus...</p>
<ul><li>
<p class=""discreet""><a href=""http://www.fiestabandas.be"" target=""_blank"">Festival Bandas</a></p>
</li></ul>
<ul><li>
<p class=""discreet""><a href=""http://www.mtpaysdeliege.be/"" target=""_blank"">Maison du tourisme du pays de Liège</a></p>
</li></ul>
","Du 7 au 9 août 2009, fiesta Bandas",,19,2009/05/18,2009/08/10,publish,
sejour-fute/fiesta-bandas/fiesta-bandas-a-liege-hebergement,Image,,,fiesta-bandas-a-liege-hebergement,Fiesta bandas à Liège hébergement,,Liège chambre d'hôtes et gîte,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/fiesta-bandas/fiesta-bandas-a-liege-hebergement
sejour-fute/fiesta-bandas/fiesta-bandas,Vignette,,,fiesta-bandas,Fiesta bandas,,"Logement à proximité de Liège, Fiesta bandas",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/fiesta-bandas/fiesta-bandas
sejour-fute/belgium-land-of-beer,SejourFute,en,sejour-fute/belgique-pays-de-la-biere,belgium-land-of-beer,"Belgium, land of beer","
<p align=""center""><img class=""image-inline"" src=""bed-and-breakfast-belgium-land-of-beer"" alt=""bed and breakfast belgium land of beer"" /><br /></p>
<p>Belgium is a country where life is pleasant.  Its gastronomy is well known and its brewing art even more so.</p>
<p>Belgium is scattered with places of discovery linked to beer : abbeys, cafés, brasseries, museums... Our owners will take pleasure in guiding you towards , not only the well known beers but also towards the little regional treasures.</p>
<p>Our guest room owners also invite you to discover our riches through the art of the table. They offer traditional or original fare , always savoury or with beer as one of the ingredients. Some will even suggest that you take the recipes home.</p>
<p class=""discreet"">To benefit from this special guest table do not forget to mention it when booking your stay.</p>
",Take advantage of your stay in guest rooms to sample menus based on beer.,1376|1405|1406|1407|1126|1268|1334|1269|1411|1412|1413|1260|899|1316|1500|1501|1502|1503|840|1281|1000|1374|1375|1083|1371|1370|894|330|1484|1485|1487|1486|709|1352|1353|143|704|1306|378|1300|1027|1380|1381|324|1421|1422|1423|1193|1387|1386|1005|102|1337|1338|156|1344|1345|1160|1323|1113|977|1318|241|199|1349|1348|1389|1388|1246|1332,,2009/05/12,2010/12/31,publish,
sejour-fute/belgium-land-of-beer/belgium-land-of-beer-guestroom,Vignette,,,belgium-land-of-beer-guestroom,"Belgium, land of beer guestroom",,bed and breakfast in belgium land of beer,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/belgium-land-of-beer/belgium-land-of-beer-guestroom
sejour-fute/belgium-land-of-beer/bed-and-breakfast-belgium-land-of-beer,Image,,,bed-and-breakfast-belgium-land-of-beer,bed and breakfast belgium land of beer,,"belgium, stay beer, guestroom",,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/belgium-land-of-beer/bed-and-breakfast-belgium-land-of-beer
sejour-fute/sint-valentijn-in-gastenkamers,SejourFute,nl,sejour-fute/saint-valentin-en-chambre-dhotes,sint-valentijn-in-gastenkamers,Sint-Valentijn in gastenkamers,"<p align=""center""><img class=""image-inline"" src=""chambre-dhotes-pour-la-saint-valentin"" alt=""chambre d'hôtes pour la saint-valentin"" /><br /></p>
<p style=""text-align: left;"">Dit jaar heeft Sint-Valentijn een bijzondere bijklank… voor verliefden.</p>
<p style=""text-align: left;"">Een oud gebouw, afgeschermd van de wind door enkele kastanjebomen. En karaktervol pand bedekt met wingerd, aan het uiteinde van het dorp. Een bijgebouw van een boerderij in natuursteen. Een warm en gastvrij huis opent zijn deuren voor u, ver van het verkeer, het tumult en de dagelijkse stress. Het interieur is leuk om zien, verzorgd en smaakvol ingericht… De eigenaar heeft zich snel teruggetrokken nadat hij u heeft rondgeleid in de woning.</p>
<p>Om van uw Sint-Valentijn een onvergetelijk moment te maken, stellen wij enkele uitzonderlijke verblijven voor. Ontdek de promoties die wij speciaal voor u aanbieden.</p>
<p class=""discreet"">Onderaan de pagina vindt u de deelnemende logeeradressen.<br />De aanbiedingen zijn geldig voor elk verblijf tussen 6 en 23 februari 2009.<br />Code van de promotie: Sint-Valentijn<br /></p>
<p><b>Villa Rosine ""Escapade amoureuse""</b><br /></p>
<p>1 nacht in een tweepersoonskamer met ontbijt, tête-à-tête maaltijd met glas champagne en doosjes ambachtelijke pralines: € 165<br /></p>
<p><b>Aux Gaietés de la Sabotière</b><br /></p>
<p>Na een onthaal met een vriendschapdrank, wordt een voor de gelegenheid aangepaste ‘table d'hôtes’ aangeboden (aan tafel bij de gastheer): een gastronomisch streekmenu met verrassingen voor de verliefden.</p>
<p><b>Au Bonheur des Anges</b></p>
<p>In deze kleine elegante gîte wordt u voor elke reservering van 3 nachten onthaald met een halve fles champagne, een bloemstuk en kleine lekkernijen.</p>
<p><b>La fermette de Lançaumont</b></p>
<p>Bij aankomst in de speciaal voor deze gelegenheid romantisch ingerichte kamer, ontdekt u een romantisch mandje met 2 flessen cider en 2 repen chocolade.</p>
<p><b>La Pommeraie</b></p>
<p>Voor elk verblijf tussen maandag en vrijdag zijn de dranken inbegrepen in de prijs van het halfpension (overnachting, ontbijt en avondmaal).</p>
<p><b>La Terre aux briques</b></p>
<p>Voor een verblijf van 2 nachten wordt u een fles champagne aangeboden.</p>
<p><b>Le Sart Lalou</b></p>
<p>Bij aankomst wacht de verliefden een verrassing.<br /></p>
<p><br /></p>
<br />
<p></p>",Van 6 tot 23 februari 2009 bieden de gastenkamers van Gîtes de Wallonie een heel bijzonder onthaal aan verliefden.,11|1293|1008|1005|917|709|1353|1352|1178|1330|1226,,2009/01/19,2009/02/22,publish,
sejour-fute/sint-valentijn-in-gastenkamers/saint-valentin-en-chambre-dhotes,Vignette,,,saint-valentin-en-chambre-dhotes,Saint-Valentin en chambre d'hôtes,,Chambres d'hôtes en Wallonie et Ardenne,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/sint-valentijn-in-gastenkamers/saint-valentin-en-chambre-dhotes
sejour-fute/sint-valentijn-in-gastenkamers/chambre-dhotes-pour-la-saint-valentin,Image,,,chambre-dhotes-pour-la-saint-valentin,chambre d'hôtes pour la saint-valentin,,idée originale de cadeaux : un week-end en chambre d'hôtes en Ardenne,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/sint-valentijn-in-gastenkamers/chambre-dhotes-pour-la-saint-valentin
sejour-fute/t-action-in-gites,SejourFute,en,sejour-fute/action-t-en-gites,t-action-in-gites,T+ Action in gites,"
<p align=""center""><img class=""image-inline"" src=""action-t-en-gites-1"" alt=""Action T+ en gîtes"" /><br /></p>
<p>Without need of breaking your piggy bank, take advantage of weekend, mid-week, week or more stays. For two or with the family or a group, all is possible.</p>
<p><b>The « Gîtes de Wallonie » offer for all stays from 17 february to 31 december 2009:<br />- 10% off the rental*</b></p>
<p class=""discreet"">This package is an exclusive offer for T+ Card. order it on the <a href=""http://www.cartetplus.be/"" target=""_blank"">OPT website</a></p>
<p class=""discreet"">* -10% off the rental (outside taxes and services charges) on any  stay from 17 february to 31 december 2009.</p>
","From 17 february to 31 december 2009, rebates on your gite stay with the T+ Card.",916|694|678|541|1170|1007|873|1262|1039|1256|1257|1242|312|570|878|415|666|76|1072|249|1119|1102|908|403|1243|944|30|32|149|1529|1528|414|669|670|375|662|1282|1259|226|60|59|58|368,,2009/02/17,2009/12/31,publish,
sejour-fute/t-action-in-gites/action-t-en-gites,Vignette,,,action-t-en-gites,Action T+ en gîtes,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/t-action-in-gites/action-t-en-gites
sejour-fute/t-action-in-gites/action-t-en-gites-1,Image,,,action-t-en-gites-1,Action T+ en gîtes,,,,,,,publish,http://localhost:6080/gites_wallons/plone/sejour-fute/t-action-in-gites/action-t-en-gites-1
